"Time Stamp","Time Zone","Name","PTID","Load"
"08/25/2017 00:00:00","EDT","CAPITL",61757,1254.2
"08/25/2017 00:00:00","EDT","CENTRL",61754,1536.7
"08/25/2017 00:00:00","EDT","DUNWOD",61760,582.8
"08/25/2017 00:00:00","EDT","GENESE",61753,970
"08/25/2017 00:00:00","EDT","HUD VL",61758,988.6
"08/25/2017 00:00:00","EDT","LONGIL",61762,2375.6
"08/25/2017 00:00:00","EDT","MHK VL",61756,700.7
"08/25/2017 00:00:00","EDT","MILLWD",61759,361
"08/25/2017 00:00:00","EDT","N.Y.C.",61761,6025.1
"08/25/2017 00:00:00","EDT","NORTH",61755,458.7
"08/25/2017 00:00:00","EDT","WEST",61752,1469
"08/25/2017 00:05:00","EDT","CAPITL",61757,1267.9
"08/25/2017 00:05:00","EDT","CENTRL",61754,1537.5
"08/25/2017 00:05:00","EDT","DUNWOD",61760,583.8
"08/25/2017 00:05:00","EDT","GENESE",61753,969.8
"08/25/2017 00:05:00","EDT","HUD VL",61758,953.8
"08/25/2017 00:05:00","EDT","LONGIL",61762,2339.9
"08/25/2017 00:05:00","EDT","MHK VL",61756,699.7
"08/25/2017 00:05:00","EDT","MILLWD",61759,353.3
"08/25/2017 00:05:00","EDT","N.Y.C.",61761,5978.8
"08/25/2017 00:05:00","EDT","NORTH",61755,450.7
"08/25/2017 00:05:00","EDT","WEST",61752,1453.7
"08/25/2017 00:10:00","EDT","CAPITL",61757,1235.8
"08/25/2017 00:10:00","EDT","CENTRL",61754,1479.8
"08/25/2017 00:10:00","EDT","DUNWOD",61760,568.9
"08/25/2017 00:10:00","EDT","GENESE",61753,963
"08/25/2017 00:10:00","EDT","HUD VL",61758,991.7
"08/25/2017 00:10:00","EDT","LONGIL",61762,2305.7
"08/25/2017 00:10:00","EDT","MHK VL",61756,695.6
"08/25/2017 00:10:00","EDT","MILLWD",61759,343.2
"08/25/2017 00:10:00","EDT","N.Y.C.",61761,5941.3
"08/25/2017 00:10:00","EDT","NORTH",61755,453.6
"08/25/2017 00:10:00","EDT","WEST",61752,1453.3
"08/25/2017 00:15:00","EDT","CAPITL",61757,1246.2
"08/25/2017 00:15:00","EDT","CENTRL",61754,1478.4
"08/25/2017 00:15:00","EDT","DUNWOD",61760,558.8
"08/25/2017 00:15:00","EDT","GENESE",61753,950.9
"08/25/2017 00:15:00","EDT","HUD VL",61758,995.8
"08/25/2017 00:15:00","EDT","LONGIL",61762,2297.7
"08/25/2017 00:15:00","EDT","MHK VL",61756,696.4
"08/25/2017 00:15:00","EDT","MILLWD",61759,346.6
"08/25/2017 00:15:00","EDT","N.Y.C.",61761,5911.3
"08/25/2017 00:15:00","EDT","NORTH",61755,447.9
"08/25/2017 00:15:00","EDT","WEST",61752,1439.1
"08/25/2017 00:20:00","EDT","CAPITL",61757,1236.5
"08/25/2017 00:20:00","EDT","CENTRL",61754,1518.7
"08/25/2017 00:20:00","EDT","DUNWOD",61760,568.1
