"Time Stamp","Time Zone","Name","PTID","Load"
"07/20/2017 00:00:00","EDT","CAPITL",61757,1499.2
"07/20/2017 00:00:00","EDT","CENTRL",61754,1981.5
"07/20/2017 00:00:00","EDT","DUNWOD",61760,958.5
"07/20/2017 00:00:00","EDT","GENESE",61753,1292.5
"07/20/2017 00:00:00","EDT","HUD VL",61758,1365
"07/20/2017 00:00:00","EDT","LONGIL",61762,3340.7
"07/20/2017 00:00:00","EDT","MHK VL",61756,884.9
"07/20/2017 00:00:00","EDT","MILLWD",61759,425.9
"07/20/2017 00:00:00","EDT","N.Y.C.",61761,8366.2
"07/20/2017 00:00:00","EDT","NORTH",61755,472.2
"07/20/2017 00:00:00","EDT","WEST",61752,1872.9
"07/20/2017 00:05:00","EDT","CAPITL",61757,1480.2
"07/20/2017 00:05:00","EDT","CENTRL",61754,1945.6
"07/20/2017 00:05:00","EDT","DUNWOD",61760,951.9
"07/20/2017 00:05:00","EDT","GENESE",61753,1289.7
"07/20/2017 00:05:00","EDT","HUD VL",61758,1365.9
"07/20/2017 00:05:00","EDT","LONGIL",61762,3310.9
"07/20/2017 00:05:00","EDT","MHK VL",61756,898.6
"07/20/2017 00:05:00","EDT","MILLWD",61759,404.7
"07/20/2017 00:05:00","EDT","N.Y.C.",61761,8330.8
"07/20/2017 00:05:00","EDT","NORTH",61755,462
"07/20/2017 00:05:00","EDT","WEST",61752,1859.9
"07/20/2017 00:10:00","EDT","CAPITL",61757,1467.8
"07/20/2017 00:10:00","EDT","CENTRL",61754,1917.2
"07/20/2017 00:10:00","EDT","DUNWOD",61760,936
"07/20/2017 00:10:00","EDT","GENESE",61753,1277.1
"07/20/2017 00:10:00","EDT","HUD VL",61758,1339.2
"07/20/2017 00:10:00","EDT","LONGIL",61762,3276.1
"07/20/2017 00:10:00","EDT","MHK VL",61756,872.9
"07/20/2017 00:10:00","EDT","MILLWD",61759,437.6
"07/20/2017 00:10:00","EDT","N.Y.C.",61761,8274.7
"07/20/2017 00:10:00","EDT","NORTH",61755,470.9
"07/20/2017 00:10:00","EDT","WEST",61752,1862.5
"07/20/2017 00:15:00","EDT","CAPITL",61757,1451.1
"07/20/2017 00:15:00","EDT","CENTRL",61754,1925.7
"07/20/2017 00:15:00","EDT","DUNWOD",61760,941.9
"07/20/2017 00:15:00","EDT","GENESE",61753,1273.1
"07/20/2017 00:15:00","EDT","HUD VL",61758,1328.7
"07/20/2017 00:15:00","EDT","LONGIL",61762,3251.8
"07/20/2017 00:15:00","EDT","MHK VL",61756,883
"07/20/2017 00:15:00","EDT","MILLWD",61759,405.8
"07/20/2017 00:15:00","EDT","N.Y.C.",61761,8224.3
"07/20/2017 00:15:00","EDT","NORTH",61755,448.3
"07/20/2017 00:15:00","EDT","WEST",61752,1843.4
"07/20/2017 00:20:00","EDT","CAPITL",61757,1432.4
"07/20/2017 00:20:00","EDT","CENTRL",61754,1942.5
"07/20/2017 00:20:00","EDT","DUNWOD",61760,950.7
"07/20/2017 00:20:00","EDT","GENESE",61753,1259.2
"07/20/2017 00:20:00","EDT","HUD VL",61758,1338.8
"07/20/2017 00:20:00","EDT","LONGIL",61762,3231.6
"07/20/2017 00:20:00","EDT","MHK VL",61756,870.9
"07/20/2017 00:20:00","EDT","MILLWD",61759,398.2
"07/20/2017 00:20:00","EDT","N.Y.C.",61761,8184.8
"07/20/2017 00:20:00","EDT","NORTH",61755,434.2
"07/20/2017 00:20:00","EDT","WEST",61752,1848.8
"07/20/2017 00:25:00","EDT","CAPITL",61757,1430.4
"07/20/2017 00:25:00","EDT","CENTRL",61754,1925.3
"07/20/2017 00:25:00","EDT","DUNWOD",61760,919.7
"07/20/2017 00:25:00","EDT","GENESE",61753,1257.4
"07/20/2017 00:25:00","EDT","HUD VL",61758,1314.1
"07/20/2017 00:25:00","EDT","LONGIL",61762,3205.8
"07/20/2017 00:25:00","EDT","MHK VL",61756,865.5
"07/20/2017 00:25:00","EDT","MILLWD",61759,417.7
"07/20/2017 00:25:00","EDT","N.Y.C.",61761,8143.2
"07/20/2017 00:25:00","EDT","NORTH",61755,436.1
"07/20/2017 00:25:00","EDT","WEST",61752,1808.7
"07/20/2017 00:30:00","EDT","CAPITL",61757,1426.8
"07/20/2017 00:30:00","EDT","CENTRL",61754,1905
"07/20/2017 00:30:00","EDT","DUNWOD",61760,933.4
"07/20/2017 00:30:00","EDT","GENESE",61753,1247.8
"07/20/2017 00:30:00","EDT","HUD VL",61758,1295.3
"07/20/2017 00:30:00","EDT","LONGIL",61762,3214.6
"07/20/2017 00:30:00","EDT","MHK VL",61756,859.3
"07/20/2017 00:30:00","EDT","MILLWD",61759,397
"07/20/2017 00:30:00","EDT","N.Y.C.",61761,8096.8
"07/20/2017 00:30:00","EDT","NORTH",61755,424.3
"07/20/2017 00:30:00","EDT","WEST",61752,1802.6
"07/20/2017 00:35:00","EDT","CAPITL",61757,1408.9
"07/20/2017 00:35:00","EDT","CENTRL",61754,1918.7
"07/20/2017 00:35:00","EDT","DUNWOD",61760,924.2
"07/20/2017 00:35:00","EDT","GENESE",61753,1225.8
"07/20/2017 00:35:00","EDT","HUD VL",61758,1288.9
"07/20/2017 00:35:00","EDT","LONGIL",61762,3170.1
"07/20/2017 00:35:00","EDT","MHK VL",61756,850.3
"07/20/2017 00:35:00","EDT","MILLWD",61759,393.2
"07/20/2017 00:35:00","EDT","N.Y.C.",61761,8043.7
"07/20/2017 00:35:00","EDT","NORTH",61755,452.1
"07/20/2017 00:35:00","EDT","WEST",61752,1810.8
"07/20/2017 00:40:00","EDT","CAPITL",61757,1395.8
"07/20/2017 00:40:00","EDT","CENTRL",61754,1900.9
"07/20/2017 00:40:00","EDT","DUNWOD",61760,911.6
"07/20/2017 00:40:00","EDT","GENESE",61753,1231.5
"07/20/2017 00:40:00","EDT","HUD VL",61758,1284.2
"07/20/2017 00:40:00","EDT","LONGIL",61762,3146.6
"07/20/2017 00:40:00","EDT","MHK VL",61756,859.2
"07/20/2017 00:40:00","EDT","MILLWD",61759,396.2
"07/20/2017 00:40:00","EDT","N.Y.C.",61761,8014.8
"07/20/2017 00:40:00","EDT","NORTH",61755,436
"07/20/2017 00:40:00","EDT","WEST",61752,1781.2
"07/20/2017 00:45:00","EDT","CAPITL",61757,1395.9
"07/20/2017 00:45:00","EDT","CENTRL",61754,1900.5
"07/20/2017 00:45:00","EDT","DUNWOD",61760,914.5
"07/20/2017 00:45:00","EDT","GENESE",61753,1225.4
