"Time Stamp","Time Zone","Name","PTID","Load"
"07/01/2017 00:00:00","EDT","CAPITL",61757,1415.4
"07/01/2017 00:00:00","EDT","CENTRL",61754,1773.3
"07/01/2017 00:00:00","EDT","DUNWOD",61760,853.1
"07/01/2017 00:00:00","EDT","GENESE",61753,1104
"07/01/2017 00:00:00","EDT","HUD VL",61758,1286.8
"07/01/2017 00:00:00","EDT","LONGIL",61762,2741.2
"07/01/2017 00:00:00","EDT","MHK VL",61756,884.8
"07/01/2017 00:00:00","EDT","MILLWD",61759,345
"07/01/2017 00:00:00","EDT","N.Y.C.",61761,7142.5
"07/01/2017 00:00:00","EDT","NORTH",61755,452.3
"07/01/2017 00:00:00","EDT","WEST",61752,1755.2
"07/01/2017 00:05:00","EDT","CAPITL",61757,1414.5
"07/01/2017 00:05:00","EDT","CENTRL",61754,1780.1
"07/01/2017 00:05:00","EDT","DUNWOD",61760,837.8
"07/01/2017 00:05:00","EDT","GENESE",61753,1095.2
"07/01/2017 00:05:00","EDT","HUD VL",61758,1263.3
"07/01/2017 00:05:00","EDT","LONGIL",61762,2741.7
"07/01/2017 00:05:00","EDT","MHK VL",61756,888.4
"07/01/2017 00:05:00","EDT","MILLWD",61759,349.7
"07/01/2017 00:05:00","EDT","N.Y.C.",61761,7102.4
"07/01/2017 00:05:00","EDT","NORTH",61755,437.4
"07/01/2017 00:05:00","EDT","WEST",61752,1771.2
"07/01/2017 00:10:00","EDT","CAPITL",61757,1414
"07/01/2017 00:10:00","EDT","CENTRL",61754,1771.3
"07/01/2017 00:10:00","EDT","DUNWOD",61760,837.3
"07/01/2017 00:10:00","EDT","GENESE",61753,1084.7
"07/01/2017 00:10:00","EDT","HUD VL",61758,1248.5
"07/01/2017 00:10:00","EDT","LONGIL",61762,2683.4
"07/01/2017 00:10:00","EDT","MHK VL",61756,901.2
"07/01/2017 00:10:00","EDT","MILLWD",61759,340.1
"07/01/2017 00:10:00","EDT","N.Y.C.",61761,7034
"07/01/2017 00:10:00","EDT","NORTH",61755,442.2
"07/01/2017 00:10:00","EDT","WEST",61752,1744.7
"07/01/2017 00:15:00","EDT","CAPITL",61757,1423.6
"07/01/2017 00:15:00","EDT","CENTRL",61754,1768.2
"07/01/2017 00:15:00","EDT","DUNWOD",61760,832.5
"07/01/2017 00:15:00","EDT","GENESE",61753,1074.6
"07/01/2017 00:15:00","EDT","HUD VL",61758,1211.3
"07/01/2017 00:15:00","EDT","LONGIL",61762,2666.4
"07/01/2017 00:15:00","EDT","MHK VL",61756,876.1
"07/01/2017 00:15:00","EDT","MILLWD",61759,343.7
"07/01/2017 00:15:00","EDT","N.Y.C.",61761,6975.1
"07/01/2017 00:15:00","EDT","NORTH",61755,453.5
"07/01/2017 00:15:00","EDT","WEST",61752,1731.8
"07/01/2017 00:20:00","EDT","CAPITL",61757,1391.8
"07/01/2017 00:20:00","EDT","CENTRL",61754,1708.7
"07/01/2017 00:20:00","EDT","DUNWOD",61760,831.6
"07/01/2017 00:20:00","EDT","GENESE",61753,1078.3
"07/01/2017 00:20:00","EDT","HUD VL",61758,1214.4
"07/01/2017 00:20:00","EDT","LONGIL",61762,2658.1
"07/01/2017 00:20:00","EDT","MHK VL",61756,878.3
"07/01/2017 00:20:00","EDT","MILLWD",61759,340.2
"07/01/2017 00:20:00","EDT","N.Y.C.",61761,6965.8
"07/01/2017 00:20:00","EDT","NORTH",61755,451.4
"07/01/2017 00:20:00","EDT","WEST",61752,1740.1
"07/01/2017 00:25:00","EDT","CAPITL",61757,1381.2
"07/01/2017 00:25:00","EDT","CENTRL",61754,1693.2
"07/01/2017 00:25:00","EDT","DUNWOD",61760,815.6
"07/01/2017 00:25:00","EDT","GENESE",61753,1064.4
"07/01/2017 00:25:00","EDT","HUD VL",61758,1184
"07/01/2017 00:25:00","EDT","LONGIL",61762,2623.7
"07/01/2017 00:25:00","EDT","MHK VL",61756,906.5
"07/01/2017 00:25:00","EDT","MILLWD",61759,342.5
