"Time Stamp","Time Zone","Name","PTID","Load"
"08/24/2017 00:00:00","EDT","CAPITL",61757,1279.4
"08/24/2017 00:00:00","EDT","CENTRL",61754,1599.7
"08/24/2017 00:00:00","EDT","DUNWOD",61760,686.6
"08/24/2017 00:00:00","EDT","GENESE",61753,1010.6
"08/24/2017 00:00:00","EDT","HUD VL",61758,1015.5
"08/24/2017 00:00:00","EDT","LONGIL",61762,2470.6
"08/24/2017 00:00:00","EDT","MHK VL",61756,759.2
"08/24/2017 00:00:00","EDT","MILLWD",61759,290.2
"08/24/2017 00:00:00","EDT","N.Y.C.",61761,6443.8
"08/24/2017 00:00:00","EDT","NORTH",61755,443.7
"08/24/2017 00:00:00","EDT","WEST",61752,1517.4
"08/24/2017 00:05:00","EDT","CAPITL",61757,1273.1
"08/24/2017 00:05:00","EDT","CENTRL",61754,1586.5
"08/24/2017 00:05:00","EDT","DUNWOD",61760,675.7
"08/24/2017 00:05:00","EDT","GENESE",61753,1006.4
"08/24/2017 00:05:00","EDT","HUD VL",61758,1034.7
"08/24/2017 00:05:00","EDT","LONGIL",61762,2451.9
"08/24/2017 00:05:00","EDT","MHK VL",61756,756.9
"08/24/2017 00:05:00","EDT","MILLWD",61759,281.9
"08/24/2017 00:05:00","EDT","N.Y.C.",61761,6414
"08/24/2017 00:05:00","EDT","NORTH",61755,447.6
"08/24/2017 00:05:00","EDT","WEST",61752,1503.3
"08/24/2017 00:10:00","EDT","CAPITL",61757,1269.2
"08/24/2017 00:10:00","EDT","CENTRL",61754,1581.5
"08/24/2017 00:10:00","EDT","DUNWOD",61760,670.4
"08/24/2017 00:10:00","EDT","GENESE",61753,1000.6
"08/24/2017 00:10:00","EDT","HUD VL",61758,1005.8
"08/24/2017 00:10:00","EDT","LONGIL",61762,2417.7
"08/24/2017 00:10:00","EDT","MHK VL",61756,727.8
"08/24/2017 00:10:00","EDT","MILLWD",61759,293
"08/24/2017 00:10:00","EDT","N.Y.C.",61761,6382.6
"08/24/2017 00:10:00","EDT","NORTH",61755,452.9
"08/24/2017 00:10:00","EDT","WEST",61752,1474.1
"08/24/2017 00:15:00","EDT","CAPITL",61757,1258.3
"08/24/2017 00:15:00","EDT","CENTRL",61754,1586.2
"08/24/2017 00:15:00","EDT","DUNWOD",61760,666.6
"08/24/2017 00:15:00","EDT","GENESE",61753,979.4
"08/24/2017 00:15:00","EDT","HUD VL",61758,989.7
"08/24/2017 00:15:00","EDT","LONGIL",61762,2408
"08/24/2017 00:15:00","EDT","MHK VL",61756,737.3
"08/24/2017 00:15:00","EDT","MILLWD",61759,284.7
"08/24/2017 00:15:00","EDT","N.Y.C.",61761,6328.6
"08/24/2017 00:15:00","EDT","NORTH",61755,444
"08/24/2017 00:15:00","EDT","WEST",61752,1462.2
"08/24/2017 00:20:00","EDT","CAPITL",61757,1251.1
"08/24/2017 00:20:00","EDT","CENTRL",61754,1566
"08/24/2017 00:20:00","EDT","DUNWOD",61760,681.5
