"Time Stamp","Time Zone","Name","PTID","Load"
"08/05/2017 00:00:00","EDT","CAPITL",61757,1505.5
"08/05/2017 00:00:00","EDT","CENTRL",61754,1662.8
"08/05/2017 00:00:00","EDT","DUNWOD",61760,801.5
"08/05/2017 00:00:00","EDT","GENESE",61753,1116.9
"08/05/2017 00:00:00","EDT","HUD VL",61758,1236
"08/05/2017 00:00:00","EDT","LONGIL",61762,3072
"08/05/2017 00:00:00","EDT","MHK VL",61756,896
"08/05/2017 00:00:00","EDT","MILLWD",61759,367.2
"08/05/2017 00:00:00","EDT","N.Y.C.",61761,7071.3
"08/05/2017 00:00:00","EDT","NORTH",61755,475.8
"08/05/2017 00:00:00","EDT","WEST",61752,1574.7
"08/05/2017 00:05:00","EDT","CAPITL",61757,1494.9
"08/05/2017 00:05:00","EDT","CENTRL",61754,1640.9
"08/05/2017 00:05:00","EDT","DUNWOD",61760,808.6
"08/05/2017 00:05:00","EDT","GENESE",61753,1117.5
"08/05/2017 00:05:00","EDT","HUD VL",61758,1232.3
"08/05/2017 00:05:00","EDT","LONGIL",61762,3019.3
"08/05/2017 00:05:00","EDT","MHK VL",61756,909.3
"08/05/2017 00:05:00","EDT","MILLWD",61759,352
"08/05/2017 00:05:00","EDT","N.Y.C.",61761,6982.8
"08/05/2017 00:05:00","EDT","NORTH",61755,470.7
"08/05/2017 00:05:00","EDT","WEST",61752,1577.5
"08/05/2017 00:10:00","EDT","CAPITL",61757,1495.2
"08/05/2017 00:10:00","EDT","CENTRL",61754,1616.5
"08/05/2017 00:10:00","EDT","DUNWOD",61760,796.7
"08/05/2017 00:10:00","EDT","GENESE",61753,1105.3
"08/05/2017 00:10:00","EDT","HUD VL",61758,1211
"08/05/2017 00:10:00","EDT","LONGIL",61762,2987.7
"08/05/2017 00:10:00","EDT","MHK VL",61756,889.1
"08/05/2017 00:10:00","EDT","MILLWD",61759,362.3
"08/05/2017 00:10:00","EDT","N.Y.C.",61761,6952.7
"08/05/2017 00:10:00","EDT","NORTH",61755,467.1
"08/05/2017 00:10:00","EDT","WEST",61752,1564.5
"08/05/2017 00:15:00","EDT","CAPITL",61757,1482
"08/05/2017 00:15:00","EDT","CENTRL",61754,1616.7
"08/05/2017 00:15:00","EDT","DUNWOD",61760,799.5
"08/05/2017 00:15:00","EDT","GENESE",61753,1099
"08/05/2017 00:15:00","EDT","HUD VL",61758,1203.5
"08/05/2017 00:15:00","EDT","LONGIL",61762,2966.5
"08/05/2017 00:15:00","EDT","MHK VL",61756,864.1
"08/05/2017 00:15:00","EDT","MILLWD",61759,347.9
"08/05/2017 00:15:00","EDT","N.Y.C.",61761,6935
"08/05/2017 00:15:00","EDT","NORTH",61755,475.8
"08/05/2017 00:15:00","EDT","WEST",61752,1542.5
"08/05/2017 00:20:00","EDT","CAPITL",61757,1464.7
"08/05/2017 00:20:00","EDT","CENTRL",61754,1620.9
"08/05/2017 00:20:00","EDT","DUNWOD",61760,780.8
"08/05/2017 00:20:00","EDT","GENESE",61753,1090.4
"08/05/2017 00:20:00","EDT","HUD VL",61758,1205.3
"08/05/2017 00:20:00","EDT","LONGIL",61762,2959.9
"08/05/2017 00:20:00","EDT","MHK VL",61756,868
"08/05/2017 00:20:00","EDT","MILLWD",61759,354.1
"08/05/2017 00:20:00","EDT","N.Y.C.",61761,6903.7
"08/05/2017 00:20:00","EDT","NORTH",61755,461.5
"08/05/2017 00:20:00","EDT","WEST",61752,1556
"08/05/2017 00:25:00","EDT","CAPITL",61757,1467.1
"08/05/2017 00:25:00","EDT","CENTRL",61754,1626.1
"08/05/2017 00:25:00","EDT","DUNWOD",61760,801.3
"08/05/2017 00:25:00","EDT","GENESE",61753,1102.4
"08/05/2017 00:25:00","EDT","HUD VL",61758,1194.9
"08/05/2017 00:25:00","EDT","LONGIL",61762,2950.9
"08/05/2017 00:25:00","EDT","MHK VL",61756,858.1
"08/05/2017 00:25:00","EDT","MILLWD",61759,343.3
"08/05/2017 00:25:00","EDT","N.Y.C.",61761,6852.4
"08/05/2017 00:25:00","EDT","NORTH",61755,461.2
"08/05/2017 00:25:00","EDT","WEST",61752,1511.4
"08/05/2017 00:30:00","EDT","CAPITL",61757,1471
"08/05/2017 00:30:00","EDT","CENTRL",61754,1612.2
"08/05/2017 00:30:00","EDT","DUNWOD",61760,782.3
"08/05/2017 00:30:00","EDT","GENESE",61753,1099
"08/05/2017 00:30:00","EDT","HUD VL",61758,1181.3
"08/05/2017 00:30:00","EDT","LONGIL",61762,2952.6
"08/05/2017 00:30:00","EDT","MHK VL",61756,870.6
"08/05/2017 00:30:00","EDT","MILLWD",61759,341.8
"08/05/2017 00:30:00","EDT","N.Y.C.",61761,6854.6
"08/05/2017 00:30:00","EDT","NORTH",61755,462.6
"08/05/2017 00:30:00","EDT","WEST",61752,1537.6
"08/05/2017 00:35:00","EDT","CAPITL",61757,1467.7
"08/05/2017 00:35:00","EDT","CENTRL",61754,1602.7
"08/05/2017 00:35:00","EDT","DUNWOD",61760,771.2
